Source IP,total_packets,total_bytes,packet_size_std,unique_target_ips,unique_target_ports,total_syn_flags,total_ack_flags,total_fin_flags,total_rst_flags,avg_ttl,avg_window_size,iat_mean,iat_std,flow_duration_sec,packets_per_second,bytes_per_second,avg_packet_size,syn_ack_ratio
host_127,3,270,0.0,1,3,0.0,0.0,0.0,0.0,52.0,0.0,876.5412795543671,279.4145975112915,1753.0825591087341,0.0017112713741931228,0.15401442367738105,90.0,0.0
host_128,1,90,0.0,1,1,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_129,1,90,0.0,1,1,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_130,1,90,0.0,1,1,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_131,1,90,0.0,1,1,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_132,23,2507,0.0,1,1,0.0,0.0,0.0,0.0,45.0,0.0,91.23280822147022,201.87711982396303,2007.121780872345,0.011459195061897853,1.249052261746866,109.0,0.0
host_133,18,1728,0.0,1,1,0.0,0.0,0.0,0.0,46.0,0.0,117.64668042519513,225.43221033607495,1999.9935672283173,0.009000028947565679,0.8640027789663052,96.0,0.0
host_134,109,9398,23.86550191065553,1,1,0.0,0.0,0.0,0.0,236.0,27.0,18.786135510162072,93.87073650605586,2028.9026350975037,0.05372362286609271,4.632060621059994,86.22018348623853,0.0
host_135,1,60,0.0,1,1,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.1,10.0,600.0,60.0,0.0
host_136,4,440,0.0,1,3,0.0,0.0,0.0,0.0,233.5,0.0,600.0002590020498,472.44969912374813,1800.0007770061493,0.0022222212629557855,0.2444443389251364,110.0,0.0
host_137,56,4367,46.587743636528025,1,1,0.0,0.0,0.0,0.0,232.96428571428572,208863.4107142857,0.07447367147965865,0.30713774069719796,4.096051931381226,13.671701662511953,1066.1485921462447,77.98214285714286,0.0
host_138,45,4028,23.25415136175809,1,1,0.0,0.0,0.0,0.0,236.0,849.0,17.046441343697634,32.5608363943548,750.0434191226959,0.05999652667126284,5.37035576515215,89.5111111111111,0.0
host_139,11,5367,661.1885441453828,1,1,0.0,0.0,0.0,0.0,237.8181818181818,28529.363636363636,0.0205380916595459,0.030211481552913828,0.20538091659545898,53.55901698338809,26131.93128634944,487.90909090909093,0.0
host_140,1,90,0.0,1,1,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_141,105,6460,0.8559209850218263,1,82,0.0,0.0,0.0,0.0,44.885714285714286,0.0,19.5486352787568,96.13247375269722,2033.0580689907074,0.05164633593182425,3.1774793344722347,61.523809523809526,0.0
host_142,11,1164,73.576923259699,1,1,0.0,0.0,0.0,0.0,234.8181818181818,43773.0,0.3703041076660156,0.7161743734430033,3.7030410766601562,2.9705314557085902,314.33623767679995,105.81818181818181,0.0
host_143,1,60,0.0,1,1,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.1,10.0,600.0,60.0,0.0
host_144,132,11848,27.00639483561473,1,1,0.0,0.0,0.0,0.0,233.5909090909091,1422.0,15.496438756243872,87.6233220529345,2030.0334770679474,0.0650235582275483,5.8363569536363045,89.75757575757575,0.0
host_145,1,90,0.0,1,1,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_146,38,2456,9.089408902470035,1,1,0.0,0.0,0.0,0.0,123.0,268.0,54.32746445810473,159.352707015193,2010.1161849498749,0.018904379898293085,1.221819921847574,64.63157894736842,0.0
host_147,339,25681,3.5253429335375954,3,3,0.0,0.0,0.0,0.0,60.0,16.0,6.011671071221842,53.06950271872674,2031.9448220729828,0.16683523898752006,12.638630597163724,75.7551622418879,0.0
host_148,13,1599,0.0,1,1,0.0,0.0,0.0,0.0,232.6153846153846,54312.0,162.7572356661161,278.7589841463873,1953.086827993393,0.006656130087854946,0.8187040008061583,123.0,0.0
host_149,44,20082,605.6481178920075,1,3,0.0,0.0,0.0,0.0,231.86363636363637,51098.84090909091,0.016477562660394712,0.024119392985489846,0.7085351943969727,62.099949794939924,28342.981631408715,456.40909090909093,0.0
host_150,10,4503,587.184629302308,1,1,0.0,0.0,0.0,0.0,232.7,28438.3,0.06938899887932672,0.08309639330593697,0.6245009899139404,16.012784865846335,7210.557025090605,450.3,0.0
host_151,30,3690,0.0,2,2,0.0,0.0,0.0,0.0,232.43333333333334,3998.5,68.38338079123662,185.09839955770155,1983.1180429458618,0.015127692527791189,1.8607061809183163,123.0,0.0
host_152,17,2287,133.95620443220372,2,2,0.0,0.0,0.0,0.0,232.76470588235293,65535.0,17.25773411989212,66.5559239873999,276.1237459182739,0.06156659921972664,8.282518377383225,134.52941176470588,0.0
host_153,43,8049,351.1200619387941,1,1,0.0,0.0,0.0,0.0,237.95348837209303,145413.18604651163,0.1031113068262736,0.3580473115912238,4.330674886703491,9.929168345567401,1858.6017677551633,187.1860465116279,0.0
host_154,69,4168,0.8102076817943246,1,16,0.0,0.0,0.0,0.0,44.69565217391305,0.0,29.27391491216772,120.81966709329976,1990.6262140274048,0.03466245923708613,2.0938134797126806,60.405797101449274,0.0
host_155,12,6993,690.6112082127621,1,1,0.0,0.0,0.0,0.0,231.75,33938.583333333336,0.06080761822787198,0.0937425205693218,0.6688838005065918,17.940335811558857,10454.730694185924,582.75,0.0
host_156,11,4568,571.0660366208257,1,1,0.0,0.0,0.0,0.0,232.63636363636363,28506.090909090908,0.0673257827758789,0.08880677442042438,0.6732578277587891,16.338465809774465,6784.9192562772505,415.27272727272725,0.0
host_157,28,15430,654.4960701334317,1,3,0.0,0.0,0.0,0.0,232.67857142857142,33859.25,24.340807146496243,122.09846230335414,657.2017929553986,0.04260487463688377,23.478329130254163,551.0714285714286,0.0
host_158,50,5898,17.264993483925792,3,3,0.0,0.0,0.0,0.0,41.52,3762.98,41.126673241050874,141.20158927368806,2015.206988811493,0.024811347061419464,2.92674649936504,117.96,0.0
host_159,15,1455,0.0,1,1,0.0,0.0,0.0,0.0,233.0,234.0,142.140916790281,241.31909458366283,1989.9728350639343,0.007537791338502405,0.7311657598347333,97.0,0.0
host_160,15,1845,0.0,1,1,0.0,0.0,0.0,0.0,42.0,3924.0,143.34464456353868,251.49642303786624,2006.8250238895416,0.007474493202664798,0.9193626639277702,123.0,0.0
host_161,1,90,0.0,1,1,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_162,16,6025,529.7140069572133,1,1,0.0,0.0,0.0,0.0,234.8125,40077.9375,0.26341853141784666,0.5974103295310299,3.9512779712677,4.049322805519216,1524.8231189533299,376.5625,0.0
host_163,853,58454,13.219286423388484,1,1,0.0,0.0,0.0,0.0,60.0,819.0,2.392953050528334,33.451604490673475,2038.7959990501404,0.418384183801325,28.670843001081657,68.52754982415006,0.0
host_164,7,462,0.0,1,1,0.0,0.0,0.0,0.0,122.0,265.0,5.6844221750895185,5.696842223924912,34.10653305053711,0.20523927159725677,13.545791925418946,66.0,0.0
host_165,1,66,0.0,1,1,0.0,0.0,0.0,0.0,122.0,265.0,0.0,0.0,0.1,10.0,660.0,66.0,0.0
host_166,22,6736,491.15807138053947,1,4,0.0,0.0,0.0,0.0,122.5,38654.5,80.45762504850116,254.35506309751358,1689.6101260185242,0.01302075529805318,3.9867185312584645,306.1818181818182,0.0
host_167,50,9289,373.40771009606067,1,1,0.0,0.0,0.0,0.0,232.92,43324.78,2.055473366562201,1.3113027741326169,100.71819496154785,0.4964346314892655,92.22762583807574,185.78,0.0
host_168,9,873,0.0,1,1,0.0,0.0,0.0,0.0,236.66666666666666,179.0,238.87864899635315,327.913497872863,1911.0291919708252,0.0047095041969078405,0.4568219071000605,97.0,0.0
host_169,19,6584,526.2047941439881,1,1,0.0,0.0,0.0,0.0,234.89473684210526,33318.68421052631,0.01313716835445828,0.02368329046718622,0.23646903038024902,80.34878803980146,27842.969497581726,346.5263157894737,0.0
host_170,155,22133,231.78269314429693,2,2,0.0,0.0,0.0,0.0,233.99354838709678,849.0,13.112457967423774,81.2953159308473,2019.318526983261,0.07675856875911527,10.96062840222902,142.79354838709676,0.0
host_171,4,415,70.26793958366314,1,1,0.0,0.0,0.0,0.0,235.5,27831.75,20.01769169171651,28.266859820231296,60.053075075149536,0.06660774648083315,6.9105536973864385,103.75,0.0
host_172,4,415,70.26793958366314,1,1,0.0,0.0,0.0,0.0,231.5,27831.75,20.0160489877065,28.272948343797193,60.04814696311951,0.06661321293489253,6.9111208419951,103.75,0.0
host_173,9,4436,608.5806118429268,1,1,0.0,0.0,0.0,0.0,232.66666666666666,28355.444444444445,0.0780472457408905,0.08637772581678177,0.624377965927124,14.414345942903532,7104.670955857785,492.8888888888889,0.0
host_174,14,7950,681.9339982886746,1,1,0.0,0.0,0.0,0.0,232.71428571428572,30386.14285714286,0.11259753887469952,0.2536893078335806,1.4637680053710938,9.564357158121329,5431.18852907604,567.8571428571429,0.0
host_175,53,9518,363.3914732691213,1,1,0.0,0.0,0.0,0.0,232.9245283018868,43466.24528301887,2.078021384202517,1.3020444307157377,108.05711197853088,0.4904813670249692,88.08305002535201,179.58490566037736,0.0
host_176,13,7409,663.4400828935071,1,1,0.0,0.0,0.0,0.0,232.69230769230768,30084.76923076923,0.13132443030675253,0.2628407417506813,1.5758931636810303,8.249290180074208,4701.460841859216,569.9230769230769,0.0
host_177,26,7538,499.63850316619306,1,1,0.0,0.0,0.0,0.0,232.96153846153845,41017.807692307695,1.7619955158233642,1.4032698017187426,44.049887895584106,0.5902398676162451,171.12415854197135,289.9230769230769,0.0
host_178,9,4436,608.5806118429268,1,1,0.0,0.0,0.0,0.0,232.66666666666666,28355.444444444445,0.07726624608039856,0.08603898834995499,0.6181299686431885,14.560044742297864,7176.484275203703,492.8888888888889,0.0
host_179,1,90,0.0,1,1,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_180,91,5596,0.8739899106158855,1,71,0.0,0.0,0.0,0.0,40.637362637362635,0.0,22.589800731341043,103.15662221403879,2033.082065820694,0.04475962949546065,2.752471281940635,61.494505494505496,0.0
host_181,86,36946,481.6118593192403,2,7,0.0,0.0,0.0,0.0,46.16279069767442,30453.39534883721,18.605204587824204,119.4806644490017,1581.4423899650574,0.05438073529943775,23.362216818291014,429.6046511627907,0.0
host_071,142,8988,4.824271866412054,1,86,0.0,0.0,0.0,0.0,111.14084507042253,67821.97183098592,14.216047816242732,86.54864894733463,2004.4627420902252,0.07084192537892943,4.483994544407167,63.29577464788732,0.0
host_182,108,6480,0.0,3,3,0.0,0.0,0.0,0.0,48.0,0.0,18.95284598118791,94.53719784225422,2027.9545199871063,0.05325563218285914,3.1953379309715486,60.0,0.0
host_183,181,13952,17.153515497490645,1,1,0.0,0.0,0.0,0.0,48.0,337.7900552486188,11.168026705582937,73.65361541709491,2010.2448070049286,0.09003878501229538,6.940448223710195,77.0828729281768,0.0
host_184,108,6480,0.0,3,3,0.0,0.0,0.0,0.0,51.333333333333336,0.0,18.95284720447576,94.53718702503815,2027.9546508789062,0.05325562874554088,3.195337724732453,60.0,0.0
host_185,75,16761,422.89613957195786,1,2,0.0,0.0,0.0,0.0,232.93333333333334,44334.90666666667,3.39697282378738,12.612825467814773,251.3759889602661,0.2983578515601779,66.67701266666856,223.48,0.0
host_186,1320,225222,351.9029586131006,1,22,0.0,0.0,0.0,0.0,47.37954545454546,138518.43636363637,1.3184178688925627,28.784469594730776,1738.9931690692902,0.7590599109175711,129.5128721641494,170.62272727272727,0.0
host_187,7,1218,0.0,1,1,0.0,0.0,0.0,0.0,54.0,0.0,321.04485750198364,342.2990372932805,1926.2691450119019,0.0036339677755450675,0.6323103929448417,174.0,0.0
host_188,20,1456,12.697285246523329,1,1,0.0,0.0,0.0,0.0,232.85,191.0,2.1770896409687244,1.2175387599045215,41.36470317840576,0.4835040134034106,35.19909217576829,72.8,0.0
host_189,36,2636,13.043030128027569,1,1,0.0,0.0,0.0,0.0,232.91666666666666,179.0,2.406996713365827,1.0912387548609406,84.24488496780396,0.42732564729310507,31.289733507350693,73.22222222222223,0.0
host_190,11,4568,571.0660366208257,1,1,0.0,0.0,0.0,0.0,232.63636363636363,28506.090909090908,0.0649379014968872,0.0820048455164856,0.6493790149688721,16.9392600414217,7034.412715383121,415.27272727272725,0.0
host_191,122,14337,170.63547893443135,1,1,0.0,0.0,0.0,0.0,236.0,27.0,16.759173586348858,89.11320042254036,2027.8600039482117,0.0601619440012959,7.070014681529339,117.51639344262296,0.0
host_192,66,5510,6.010868167788752,1,1,0.0,0.0,0.0,0.0,236.72727272727272,56571.0,31.032021258427548,120.61661931522794,2017.0813817977905,0.0327205439480956,2.731669653848587,83.48484848484848,0.0
host_193,35,2375,11.77520539884014,1,1,0.0,0.0,0.0,0.0,232.62857142857143,170.0,59.17203476148493,165.55935592077606,2011.8491818904877,0.017396930304244437,1.1805059849308723,67.85714285714286,0.0
host_194,12,6993,690.6112082127621,1,1,0.0,0.0,0.0,0.0,231.75,34962.583333333336,0.04625027829950506,0.06247191126609055,0.5087530612945557,23.587081656993295,13745.371835612843,582.75,0.0
host_195,6,1542,214.85809270306763,1,1,0.0,0.0,0.0,0.0,200.66666666666666,58413.333333333336,0.03522539138793945,0.04506728176478768,0.17612695693969727,34.06633546762687,8755.048215180106,257.0,0.0
host_196,6,1542,214.85809270306763,1,1,0.0,0.0,0.0,0.0,234.66666666666666,58413.333333333336,0.03662595748901367,0.042095846797445095,0.18312978744506836,32.76364857792324,8420.257684526274,257.0,0.0
host_197,12,4624,551.779655187456,1,1,0.0,0.0,0.0,0.0,232.75,60775.916666666664,0.05746681039983576,0.07991294208882908,0.6321349143981934,18.98328936857454,7314.894170024056,385.3333333333333,0.0
host_198,16,1161,12.484490378065098,1,1,0.0,0.0,0.0,0.0,232.8125,179.0,2.2507090091705324,1.204823168531978,33.76063513755798,0.47392473319319584,34.389163452331275,72.5625,0.0
host_199,11,4568,571.0660366208257,1,1,0.0,0.0,0.0,0.0,232.63636363636363,28506.090909090908,0.06896319389343261,0.07650414807586031,0.6896319389343262,15.950537350398925,6623.823146965662,415.27272727272725,0.0
host_200,53,9518,363.3914732691213,1,1,0.0,0.0,0.0,0.0,232.9245283018868,43466.24528301887,2.0786516116215634,1.3039212199159618,108.08988380432129,0.4903326577346282,88.0563440814753,179.58490566037736,0.0
host_201,27,15362,659.9764845158954,1,2,0.0,0.0,0.0,0.0,232.7037037037037,30241.037037037036,12.824882846612196,63.6874650437526,333.4469540119171,0.08097239958303845,46.07029638498655,568.9629629629629,0.0
host_202,11,4568,571.0660366208257,1,1,0.0,0.0,0.0,0.0,232.63636363636363,28506.090909090908,0.07190060615539551,0.08373732329879693,0.7190060615539551,15.29889744771581,6353.214867378711,415.27272727272725,0.0
host_203,145,15135,28.427312024979035,6,6,0.0,0.0,0.0,0.0,174.0344827586207,2069.8275862068967,14.094210248854425,82.19590354791112,2029.5662758350372,0.07144383592023461,7.457258321743108,104.37931034482759,0.0
host_204,11,6010,662.619992563954,1,1,0.0,0.0,0.0,0.0,229.27272727272728,101340.90909090909,9.055670499801636,27.090821860637604,90.55670499801636,0.12147085078063469,66.36725574469222,546.3636363636364,0.0
host_205,4,584,0.0,1,1,0.0,0.0,0.0,0.0,236.5,501.25,540.3044796784719,382.0841285264799,1620.9134390354156,0.002467744361710239,0.3602906768096949,146.0,0.0
host_206,9,4436,608.5806118429268,1,1,0.0,0.0,0.0,0.0,232.66666666666666,28355.444444444445,0.07776686549186707,0.08661222855294093,0.6221349239349365,14.466315350175115,7130.28609926409,492.8888888888889,0.0
host_207,55,12076,0.7139778076133089,1,6,0.0,0.0,0.0,0.0,44.8,0.0,36.68453177699336,156.21488328110274,1980.9647159576416,0.027764250194336145,6.096019733578242,219.56363636363636,0.0
host_208,19,7249,582.3245914647272,1,1,0.0,0.0,0.0,0.0,227.52631578947367,56400.73684210526,0.01407093471950955,0.024280032190945947,0.2532768249511719,75.01673318774004,28620.8578356804,381.5263157894737,0.0
host_209,16,1968,0.0,1,1,0.0,0.0,0.0,0.0,42.3125,3924.0,129.20593253771463,229.5871356279153,1938.0889880657196,0.008255554878297182,1.0154332500305534,123.0,0.0
host_210,68,4106,0.7923027418653423,1,16,0.0,0.0,0.0,0.0,44.779411764705884,0.0,29.710837225415812,121.76603011498956,1990.6260941028595,0.03416010681335232,2.062667626112127,60.38235294117647,0.0
host_211,10,1098,76.68956179877995,1,1,0.0,0.0,0.0,0.0,237.8,45283.1,0.373602999581231,0.6863058488893528,3.362426996231079,2.9740422650689307,326.5498407045686,109.8,0.0
host_212,84,7484,26.754402429137112,2,2,0.0,0.0,0.0,0.0,236.53571428571428,619.1071428571429,24.21684848256858,109.0003905657997,2009.9984240531921,0.0417910775425449,3.723386003909596,89.0952380952381,0.0
host_213,84,5544,0.0,1,1,0.0,0.0,0.0,0.0,233.0,219.0,24.484377387058306,107.55517844370607,2032.2033231258392,0.04133444672789687,2.7280734840411935,66.0,0.0
host_214,1,62,0.0,1,1,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.1,10.0,620.0,62.0,0.0
host_215,10,1315,126.42279154575817,1,1,0.0,0.0,0.0,0.0,232.9,65535.0,0.1019321017795139,0.10619228138944786,0.917388916015625,10.90050231196567,1433.4160540234857,131.5,0.0
host_216,9,4436,608.5806118429268,1,1,0.0,0.0,0.0,0.0,232.66666666666666,28355.444444444445,0.0786256492137909,0.08608332800447342,0.6290051937103271,14.308307928129333,7052.405996575746,492.8888888888889,0.0
host_217,21,2583,0.0,2,2,0.0,0.0,0.0,0.0,42.0,3824.3333333333335,96.51482639312744,217.7138801654789,1930.2965278625488,0.010879157526773188,1.3381363757931022,123.0,0.0
host_218,85,5610,0.0,1,1,0.0,0.0,0.0,0.0,233.0,219.0,24.1799084402266,106.57154061390915,2031.1123089790344,0.04184899063642935,2.762033382004337,66.0,0.0
host_219,11,7669,714.0747605372728,1,1,0.0,0.0,0.0,0.0,232.8181818181818,37000.63636363636,0.05375380516052246,0.08839049739723495,0.5375380516052246,20.463667580650743,14266.896970546411,697.1818181818181,0.0
host_220,49,9242,376.76688285145957,1,1,0.0,0.0,0.0,0.0,232.9795918367347,43273.77551020408,2.1126006891330085,1.2827522634077528,101.4048330783844,0.4832116824463755,91.13964018713067,188.6122448979592,0.0
host_221,28,1686,0.6299407883487125,1,6,0.0,0.0,0.0,0.0,42.892857142857146,0.0,73.52711233386287,185.54165300499668,1985.2320330142975,0.014104144772178551,0.8492710030676085,60.214285714285715,0.0
host_222,4,440,0.0,1,3,0.0,0.0,0.0,0.0,233.5,0.0,600.000339349111,472.4559449161978,1800.0010180473328,0.002222220965374374,0.24444430619118115,110.0,0.0
host_223,8,776,0.0,1,1,0.0,0.0,0.0,0.0,43.125,310.0,274.4810616970062,331.7653826494921,1921.3674318790436,0.004163701261541747,0.4038790223695494,97.0,0.0
host_224,42,4116,0.0,1,1,0.0,0.0,0.0,0.0,47.5,0.0,49.170518706484536,151.12326261750098,2015.991266965866,0.020833423580852807,2.041675510923575,98.0,0.0
host_225,1,60,0.0,1,1,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.1,10.0,600.0,60.0,0.0
host_226,31,3813,0.0,2,2,0.0,0.0,0.0,0.0,140.48387096774192,3817.1612903225805,66.99517250061035,185.71985266639592,2009.8551750183105,0.015423996905507173,1.8971516193773823,123.0,0.0
host_227,15,3225,0.0,1,1,0.0,0.0,0.0,0.0,45.0,213.0,141.43303407941545,256.90470927647914,1980.0624771118164,0.007575518537111762,1.628736485479029,215.0,0.0
host_228,12,6993,690.6112082127621,1,1,0.0,0.0,0.0,0.0,230.75,33938.583333333336,0.04714798927307129,0.0636693210400544,0.5186278820037842,23.137976989660654,13483.656090724748,582.75,0.0
host_229,12,1133,8.948929172439199,1,1,0.0,0.0,0.0,0.0,234.75,179.0,182.00439407608727,266.01948231364895,2002.0483348369598,0.00599386128256351,0.565920402762038,94.41666666666667,0.0
host_230,46,8242,340.5591679281347,1,1,0.0,0.0,0.0,0.0,234.95652173913044,138422.9347826087,0.08925844298468696,0.3365149016880689,4.016629934310913,11.452386889580778,2051.968972694017,179.17391304347825,0.0
host_231,14,1308,9.37848836199331,1,1,0.0,0.0,0.0,0.0,234.92857142857142,179.0,154.00407431675836,253.3499427519394,2002.052966117859,0.006992821986696546,0.653329368471363,93.42857142857143,0.0
host_232,8,3256,640.6708537596688,1,2,0.0,0.0,0.0,0.0,230.5,28536.75,171.5317484310695,420.00103854268514,1200.7222390174866,0.006662656641178021,2.7117012529594544,407.0,0.0
host_233,14,8318,650.4325019250188,1,1,0.0,0.0,0.0,0.0,245.78571428571428,66962.21428571429,0.07480861590458797,0.19903508645337886,0.9725120067596436,14.395709155969424,8553.107768525262,594.1428571428571,0.0
host_234,6,1542,214.85809270306763,1,1,0.0,0.0,0.0,0.0,203.66666666666666,58413.333333333336,0.03790578842163086,0.04499945574869863,0.1895289421081543,31.657434127269664,8135.960570708303,257.0,0.0
host_235,17,6447,548.2984508244307,1,1,0.0,0.0,0.0,0.0,235.88235294117646,33383.470588235294,0.01271943747997284,0.022727099002386963,0.20351099967956543,83.53356834159845,31678.87735872266,379.2352941176471,0.0
host_236,15,2104,141.65524883960185,2,2,0.0,0.0,0.0,0.0,231.86666666666667,65535.0,9.045882429395403,31.91383964619725,126.64235401153564,0.11844378697061865,16.61371518574544,140.26666666666668,0.0
host_237,51,9374,369.936373967624,1,1,0.0,0.0,0.0,0.0,232.9607843137255,43373.78431372549,2.166808557510376,1.2877373339716438,108.3404278755188,0.4707384030142292,86.52356450696833,183.80392156862746,0.0
host_238,14,7953,681.7927120450923,1,1,0.0,0.0,0.0,0.0,232.71428571428572,37865.0,0.11383830584012546,0.25235373618261864,1.4798979759216309,9.46011159403152,5374.019107666621,568.0714285714286,0.0
host_239,4,415,70.26793958366314,1,1,0.0,0.0,0.0,0.0,234.5,27831.75,20.01871633529663,28.270947008649035,60.05614900588989,0.06660433721129384,6.910199985671737,103.75,0.0
host_240,48,4112,28.107190973079522,1,1,0.0,0.0,0.0,0.0,234.5,135.0,42.34277051053149,153.5162515486013,1990.1102139949799,0.0241192671955811,2.066217223088114,85.66666666666667,0.0
host_241,13,6681,640.3670121550688,1,1,0.0,0.0,0.0,0.0,235.84615384615384,35443.61538461538,0.015688260396321613,0.024094579981740968,0.18825912475585938,69.05375777593159,35488.31966930761,513.9230769230769,0.0
host_242,1,90,0.0,1,1,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_243,1,90,0.0,1,1,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.1,10.0,900.0,90.0,0.0
host_244,22,2156,0.0,1,1,0.0,0.0,0.0,0.0,50.0,0.0,95.7844682421003,207.92143906640237,2011.4738330841064,0.010937253887249601,1.071850880950461,98.0,0.0
host_245,1,146,0.0,1,1,0.0,0.0,0.0,0.0,224.0,920.0,0.0,0.0,0.1,10.0,1460.0,146.0,0.0
host_103,7,2240,0.0,2,7,0.0,0.0,0.0,0.0,48.0,0.0,263.409330646197,371.81249049016157,1580.455983877182,0.004429101519694062,1.4173124863020996,320.0,0.0
host_106,46,8837,62.92543321207679,2,46,0.0,0.0,0.0,0.0,122.0,0.0,44.279607714547055,167.03258865445994,1992.5823471546173,0.02308562055951536,4.434948454009505,192.1086956521739,0.0
host_104,93,11914,51.63194628825119,8,50,0.0,0.0,0.0,0.0,121.05376344086021,0.0,22.015411553175554,105.57459156071718,2025.4178628921509,0.045916450972345375,5.882242977252933,128.10752688172042,0.0
